"Track Name","Last Played Date","Is User Initiated"
"Anderson .Paak - Cheers (feat. Q-Tip)",1666255020052,false
"Anderson .Paak - Cheers (feat. Q-Tip)",1666255020052,true
"Anderson .Paak - Sweet Chick (feat. BJ the Chicago Kid)",1666623890858,false
"Anderson .Paak - Sweet Chick (feat. BJ the Chicago Kid)",1666623890858,true
"Ella Fitzgerald - Take The ""A"" Train (feat. Duke Ellington and His Orchestra)",1656998369382,false
"Ella Fitzgerald - Take The ""A"" Train (feat. Duke Ellington and His Orchestra)",1656998369382,true
"Moneybagg Yo - Say Na (feat. J. Cole)",1664428567615,false
"Moneybagg Yo - Say Na (feat. J. Cole)",1664428567615,true
"Sam Cooke - A Change Is Gonna Come",1666176412898,false
"Sam Cooke - A Change Is Gonna Come",1666020437514,true
"2Pac - Dear Mama",1661070220784,false
"Rascal Flatts - Life Is a Highway",1661071296622,false
"Rascal Flatts - Life Is a Highway",1661071296622,true
"Mark Keali'i Ho'omalu & Kamehameha Schools Children's Chorus - He Mele No Lilo",1660024800353,false
"Mark Keali'i Ho'omalu & Kamehameha Schools Children's Chorus - He Mele No Lilo",1660024800353,true
"A*Teens - Can't Help Falling In Love",1660024821782,false
"A*Teens - Can't Help Falling In Love",1660024821782,true
"Diana Ross & The Supremes - Someday We'll Be Together",1656477279676,false
"2Pac - Troublesome '96",1659601418247,false
"Frank Ocean - Sweet Life",1664364618363,false
"Frank Ocean - Sweet Life",1664364618363,true
"Frank Ocean - Not Just Money",1664366573360,false
"Frank Ocean - Not Just Money",1664366573360,true
"Frank Ocean - Super Rich Kids (feat. Earl Sweatshirt)",1664364923650,false
"Frank Ocean - Super Rich Kids (feat. Earl Sweatshirt)",1664364923650,true
"Frank Ocean - Pink Matter (feat. André 3000)",1664366519156,false
"Frank Ocean - Pink Matter (feat. André 3000)",1664366519156,true
"The All-American Rejects - Gives You Hell",1662545808248,false
"The All-American Rejects - Gives You Hell",1662545808248,true
"Sam Cooke - Cupid",1666173441049,false
"Sam Cooke - Cupid",1666070449257,true
"Dr. Dre - Lolo (Intro) [feat. Xzibit & Tray Dee]",1665556524370,false
"Dr. Dre - Lolo (Intro) [feat. Xzibit & Tray Dee]",1665556524370,true
"Dr. Dre - Fuck You (feat. Devin the Dude & Snoop Dogg)",1665556525514,false
"Dr. Dre - Fuck You (feat. Devin the Dude & Snoop Dogg)",1665556525514,true
"Dr. Dre - Still D.R.E. (feat. Snoop Dogg)",1665556798222,false
"Dr. Dre - Still D.R.E. (feat. Snoop Dogg)",1665556798222,true
"Dr. Dre - Big Ego's (feat. Hittman)",1665556824281,false
"Dr. Dre - Big Ego's (feat. Hittman)",1665556824281,true
"Dr. Dre - Xxplosive (feat. Hittman, Six-Two, Nate Dogg & Kurupt)",1665557071304,false
"Dr. Dre - Xxplosive (feat. Hittman, Six-Two, Nate Dogg & Kurupt)",1665557071304,true
"Dr. Dre - What's the Difference (feat. Eminem & Xzibit)",1665557832816,false
"Dr. Dre - What's the Difference (feat. Eminem & Xzibit)",1665557832816,true
"Dr. Dre - Bar One (feat. Traci Nelson, Ms. Roq & Eddie Griffin) [Skit]",1665557840162,false
"Dr. Dre - Bar One (feat. Traci Nelson, Ms. Roq & Eddie Griffin) [Skit]",1665557840162,true
"Dr. Dre - Light Speed (feat. Hittman)",1665558001864,false
"Dr. Dre - Light Speed (feat. Hittman)",1665558001864,true
"Dr. Dre - Forgot About Dre (feat. Eminem)",1665559152672,false
"Dr. Dre - Forgot About Dre (feat. Eminem)",1665559152672,true
"Dr. Dre - The Next Episode (feat. Snoop Dogg)",1665559350136,false
"Dr. Dre - The Next Episode (feat. Snoop Dogg)",1665559350136,true
"Dr. Dre - Let's Get High (feat. Hittman, Ms. Roq & Kurupt)",1665559419498,false
"Dr. Dre - Let's Get High (feat. Hittman, Ms. Roq & Kurupt)",1665559419498,true
"Dr. Dre - Bitch Niggaz (feat. Hittman, Six-Two & Snoop Dogg)",1665559420653,false
"Dr. Dre - Bitch Niggaz (feat. Hittman, Six-Two & Snoop Dogg)",1665559420653,true
"Dr. Dre - The Car Bomb (feat. Mel-Man & Charis Henry) [Skit]",1665559422415,false
"Dr. Dre - The Car Bomb (feat. Mel-Man & Charis Henry) [Skit]",1665559422415,true
"Dr. Dre - Murder Ink (feat. Hittman & Ms. Roq)",1665559423276,false
"Dr. Dre - Murder Ink (feat. Hittman & Ms. Roq)",1665559423276,true
"Dr. Dre - Ed-Ucation (feat. Hittman, Ms. Roq & Eddie Griffin)",1665559423892,false
"Dr. Dre - Ed-Ucation (feat. Hittman, Ms. Roq & Eddie Griffin)",1665559423892,true
"Dr. Dre - Some L.A. Niggaz (feat. Hittman, Ms. Roq, Knoc-Turn'al, Time Bomb, Koka Kambon, Defari, MC Ren & Xzibit)",1665559424524,false
"Dr. Dre - Some L.A. Niggaz (feat. Hittman, Ms. Roq, Knoc-Turn'al, Time Bomb, Koka Kambon, Defari, MC Ren & Xzibit)",1665559424524,true
"Dr. Dre - Pause 4 Porno (feat. Jake Steed) [Skit]",1665559425160,false
"Dr. Dre - Pause 4 Porno (feat. Jake Steed) [Skit]",1665559425160,true
"Dr. Dre - Housewife (feat. Hittman & Kurupt)",1665559441529,false
"Dr. Dre - Housewife (feat. Hittman & Kurupt)",1665559441529,true
"Dizzee Rascal - Dance Wiv Me (feat. Calvin Harris & Chrome)",1661850275850,false
"Dizzee Rascal - Dance Wiv Me (feat. Calvin Harris & Chrome)",1661850275850,true
"Sex Pistols - God Save the Queen",1660464221709,false
"Sex Pistols - God Save the Queen",1660464221709,true
"Johnny Cash - Hurt",1666328530549,false
"Johnny Cash - Hurt",1666328530549,true
"Sex Pistols - Anarchy In the U.K.",1660464338089,false
"Sex Pistols - Anarchy In the U.K.",1660464338089,true
"Kendrick Lamar - Real (feat. Anna Wise)",1665473780559,false
"Kendrick Lamar - Real (feat. Anna Wise)",1665473780559,true
